case_final;case_final;case_final;case_final;case_final;case_final;case_final;case_final;case_final;case_final;case_final;case_final;case_final;case_final;
 [m];Pressure [Line 1] [bara]; [m];Pressure [Line 2] [bara]; [m];Pressure [Mainline] [bara]; [m];Pressure [Wellbore1] [bara]; [m];Pressure [Wellbore2] [bara]; [m];Pressure [Wellbore3] [bara]; [m];Pressure [Wellbore4] [bara];
;;;;32850,97187911418;202,44304854471;;;;;;;;;
;;;;32950,9748376503;202,4635074151468;;;;;;;;;
;;;;33050,97779618642;202,4839671786743;;;;;;;;;
;;;;33150,98075472254;202,5044219804638;;;;;;;;;
;;;;33250,98371325865;202,5248903063158;;;;;;;;;
;;;;33350,98667179477;202,5453713634169;;;;;;;;;
;;;;33450,98963033089;202,5658651481951;;;;;;;;;
;;;;33550,99258886701;202,5863716657182;;;;;;;;;
;;;;33650,99554740313;202,6068909193451;;;;;;;;;
;;;;33750,99850593925;202,6274229121867;;;;;;;;;
;;;;33851,00146447537;202,6479676526887;;;;;;;;;
;;;;33951,00442301149;202,6685251410031;;;;;;;;;
;;;;34051,00738154761;202,6890953740631;;;;;;;;;
;;;;34151,01034008373;202,7096783579626;;;;;;;;;
;;;;34251,01329861984;202,7302740976388;;;;;;;;;
;;;;34351,01625715596;202,7508825966655;;;;;;;;;
;;;;34451,01921569208;202,7714893555327;;;;;;;;;
;;;;34551,0221742282;202,7921401348347;;;;;;;;;
;;;;34651,02513276432;202,8128329663966;;;;;;;;;
;;;;34751,02809130044;202,8335678734517;;;;;;;;;
;;;;34851,03104983656;202,8543448795965;;;;;;;;;
;;;;34951,03400837268;202,8751640109444;;;;;;;;;
;;;;35051,0369669088;202,8960252729603;;;;;;;;;
;;;;35151,03992544491;202,9169287036604;;;;;;;;;
;;;;35251,04288398103;202,9378743187247;;;;;;;;;
;;;;35351,04584251715;202,9588621532503;;;;;;;;;
;;;;35451,04880105327;202,9798922220548;;;;;;;;;
;;;;35551,05175958939;203,0009645532262;;;;;;;;;
;;;;35651,05471812551;203,0220791690241;;;;;;;;;
;;;;35751,05767666163;203,0432000275329;;;;;;;;;
;;;;35851,06063519775;203,0644406610101;;;;;;;;;
;;;;35951,06359373387;203,0857962624119;;;;;;;;;
;;;;36051,06655226999;203,1072670119857;;;;;;;;;
;;;;36151,0695108061;203,1288530998059;;;;;;;;;
;;;;36251,07246934222;203,150554716422;;;;;;;;;
;;;;36351,07542787834;203,1723720513612;;;;;;;;;
;;;;36451,07838641446;203,1943053000469;;;;;;;;;
;;;;36551,08134495058;203,2163546395834;;;;;;;;;
;;;;36651,0843034867;203,2385202563793;;;;;;;;;
;;;;36751,08726202282;203,260802357248;;;;;;;;;
;;;;36851,09022055894;203,2832011357724;;;;;;;;;
;;;;36951,09317909506;203,3057167806398;;;;;;;;;
;;;;37051,09613763118;203,3282594532016;;;;;;;;;
;;;;37151,09909616729;203,3511116298195;;;;;;;;;
;;;;37251,10205470341;203,3742615323229;;;;;;;;;
;;;;37351,10501323953;203,3977104867163;;;;;;;;;
;;;;37451,10797177565;203,4214598283176;;;;;;;;;
;;;;37551,11093031177;203,4455109019825;;;;;;;;;
;;;;37651,11388884789;203,4698650629271;;;;;;;;;
;;;;37751,11684738401;203,4945236498258;;;;;;;;;
;;;;37851,11980592013;203,5194880443134;;;;;;;;;
;;;;37951,12276445625;203,5447596226914;;;;;;;;;
;;;;38051,12572299236;203,570339758278;;;;;;;;;
;;;;38151,12868152848;203,5962298539497;;;;;;;;;
;;;;38251,1316400646;203,6224313364389;;;;;;;;;
;;;;38351,13459860072;203,6489455884202;;;;;;;;;
;;;;38451,13755713684;203,6757740447885;;;;;;;;;
;;;;38551,14051567296;203,7029181452321;;;;;;;;;
;;;;38651,14347420908;203,730379370819;;;;;;;;;
;;;;38751,1464327452;203,7581591985302;;;;;;;;;
;;;;38851,14939128132;203,7862588328562;;;;;;;;;
;;;;38951,15234981744;203,8108928103857;;;;;;;;;
