case_final;case_final;case_final;case_final;case_final;case_final;case_final;case_final;case_final;case_final;case_final;case_final;case_final;case_final;
 [m];Pressure [Line 1] [bara]; [m];Pressure [Line 2] [bara]; [m];Pressure [Mainline] [bara]; [m];Pressure [Wellbore1] [bara]; [m];Pressure [Wellbore2] [bara]; [m];Pressure [Wellbore3] [bara]; [m];Pressure [Wellbore4] [bara];
;;;;24250,71744500826;200,6676871035176;;;;;;;;;
;;;;24350,72040354437;200,6886189654128;;;;;;;;;
;;;;24450,72336208049;200,7095433555895;;;;;;;;;
;;;;24550,7263206166;200,7304602787241;;;;;;;;;
;;;;24650,72927915272;200,7513697412642;;;;;;;;;
;;;;24750,73223768883;200,7722717479811;;;;;;;;;
;;;;24850,73519622495;200,7931663036668;;;;;;;;;
;;;;24950,73815476106;200,8140534131332;;;;;;;;;
;;;;25050,74111329718;200,8349330812093;;;;;;;;;
;;;;25150,74407183329;200,8558053127371;;;;;;;;;
;;;;25250,74703036941;200,8766701109153;;;;;;;;;
;;;;25350,74998890553;200,8975274549018;;;;;;;;;
;;;;25450,75294744164;200,9183774321596;;;;;;;;;
;;;;25550,75590597776;200,9392200440309;;;;;;;;;
;;;;25650,75886451387;200,9600552954054;;;;;;;;;
;;;;25750,76182304999;200,9808831911886;;;;;;;;;
;;;;25850,76478158611;201,0017037363;;;;;;;;;
;;;;25950,76774012222;201,0225169373104;;;;;;;;;
;;;;26050,77069865834;201,0433227991916;;;;;;;;;
;;;;26150,77365719445;201,0641213251696;;;;;;;;;
;;;;26250,77661573057;201,0849125184853;;;;;;;;;
;;;;26350,77957426668;201,1056963839471;;;;;;;;;
;;;;26450,7825328028;201,1264729280693;;;;;;;;;
;;;;26550,78549133891;201,1472421556738;;;;;;;;;
;;;;26650,78844987503;201,1680040081708;;;;;;;;;
;;;;26750,79140841114;201,1887586903626;;;;;;;;;
;;;;26850,79436694726;201,2095061983341;;;;;;;;;
;;;;26950,79732548337;201,2302465368764;;;;;;;;;
;;;;27050,80028401949;201,2509797107918;;;;;;;;;
;;;;27150,8032425556;201,2717057248934;;;;;;;;;
;;;;27250,80620109172;201,2924245840046;;;;;;;;;
;;;;27350,80915962783;201,3131362929604;;;;;;;;;
;;;;27450,81211816395;201,3338408582338;;;;;;;;;
;;;;27550,81507670006;201,3545382847249;;;;;;;;;
;;;;27650,81803523618;201,3752285756253;;;;;;;;;
;;;;27750,82099377229;201,3959117357883;;;;;;;;;
;;;;27850,82395230841;201,4165877700561;;;;;;;;;
;;;;27950,82691084452;201,437256526616;;;;;;;;;
;;;;28050,82986938064;201,4579185044375;;;;;;;;;
;;;;28150,83282791675;201,4785736868377;;;;;;;;;
;;;;28250,83578645287;201,4992220801803;;;;;;;;;
;;;;28350,83874498899;201,5198636892765;;;;;;;;;
;;;;28450,8417035251;201,5404985172553;;;;;;;;;
;;;;28550,84466206122;201,5611265689182;;;;;;;;;
;;;;28650,84762059733;201,5817478474723;;;;;;;;;
;;;;28750,85057913345;201,6023623577098;;;;;;;;;
;;;;28850,85353766957;201,6229701061364;;;;;;;;;
;;;;28950,85649620568;201,6435710976253;;;;;;;;;
;;;;29050,8594547418;201,6641653370638;;;;;;;;;
;;;;29150,86241327791;201,6847528293322;;;;;;;;;
;;;;29250,86537181403;201,7053331922485;;;;;;;;;
;;;;29350,86833035014;201,7259076518022;;;;;;;;;
;;;;29450,87128888626;201,7464761598618;;;;;;;;;
;;;;29550,87424742237;201,7670387210498;;;;;;;;;
;;;;29650,87720595849;201,7875953383849;;;;;;;;;
;;;;29750,8801644946;201,8081460164375;;;;;;;;;
;;;;29850,88312303072;201,8286907598605;;;;;;;;;
;;;;29950,88608156683;201,8492295764365;;;;;;;;;
;;;;30050,88904010295;201,8697624725469;;;;;;;;;
;;;;30150,89199863906;201,8902894495779;;;;;;;;;
;;;;30250,89495717518;201,9108105089724;;;;;;;;;
;;;;30350,89791571129;201,93132565528;;;;;;;;;
;;;;30450,90087424741;201,9518348963728;;;;;;;;;
;;;;30550,90383278352;201,972337275682;;;;;;;;;
;;;;30650,90679131964;201,9928358251181;;;;;;;;;
;;;;30750,90974985575;202,0133304182131;;;;;;;;;
;;;;30850,91270839187;202,0338210517665;;;;;;;;;
;;;;30950,91566692798;202,0543077324788;;;;;;;;;
;;;;31050,9186254641;202,0747904639733;;;;;;;;;
;;;;31150,92158400021;202,0952692483757;;;;;;;;;
;;;;31250,92454253633;202,1157440884315;;;;;;;;;
;;;;31350,92750107245;202,1362149920744;;;;;;;;;
;;;;31450,93045960856;202,1566819648507;;;;;;;;;
;;;;31550,93341814468;202,1771450100597;;;;;;;;;
;;;;31650,93637668079;202,1976041303967;;;;;;;;;
;;;;31750,93933521691;202,2180593289646;;;;;;;;;
;;;;31850,94229375303;202,2385082478512;;;;;;;;;
;;;;31950,94525228914;202,2589583477742;;;;;;;;;
;;;;32050,94821082526;202,2794093119978;;;;;;;;;
;;;;32150,95116936137;202,2998611440877;;;;;;;;;
;;;;32250,95412789749;202,3203138473026;;;;;;;;;
;;;;32350,9570864336;202,3407674244689;;;;;;;;;
;;;;32450,96004496972;202,3612218787281;;;;;;;;;
;;;;32550,96300350583;202,3816772189498;;;;;;;;;
;;;;32650,96596204195;202,4021334586228;;;;;;;;;
;;;;32750,96892057806;202,4225905643197;;;;;;;;;
