----------------------------------
LEDAFLOW Trends result file
----------------------------------
Created:,2026-07-22T14:52:49
LedaFlow version:,2.11.271
Case name:,case_valve_step
Case type:,1D-2ph
Case uuid:,5441677d-805e-4bc1-9e9c-6387ed45b9f8

Time,Hydrodynamics@Global,MVP total@Global,MVP last@Global,Energy@Global,Custom fluid@Global,Compositional@Global,Mass residual@Global,Momentum residual@Global,Energy residual@Global,Restarts@Global,Time - properties@Global,Time - point model@Global,Time - momentum@Global,Time - MVP total@Global,Time - composition@Global,Time - single component@Global,Time - energy total@Global,Time - energy wall@Global,Time - output@Global,Time - total@Global,Time - momentum matrix@Global,Time - MVP matrix@Global,Time - composition matrix@Global,Time - single component matrix@Global,Time - energy matrix@Global,Time step@Global,Max time step@Global,Min time step@Global,Average time step@Global,CFL max time step@Global,Volume - gas@j=1,Volume - oil@j=1,Volume - bubbles@j=1,Volume - droplets@j=1,Volume - total gas@j=1,Volume - total liquid@j=1,Volume - total@j=1,Average temperature@j=1,MFR - gas@j=1,MFR - oil@j=1,MFR - bubbles@j=1,MFR - droplets@j=1,MFR - total gas@j=1,MFR - total liquid@j=1,MFR - total@j=1,MF - gas@j=1,MF - oil@j=1,MF - bubbles@j=1,MF - droplets@j=1,MF - total gas - 2ph@j=1,MF - total oil - 2ph@j=1,Pressure@j=1,Std VFR - gas@j=1,Std VFR - oil@j=1,Temperature - gas@j=1,Temperature - oil@j=1,VF - gas@j=1,VF - oil@j=1,VF - bubbles@j=1,VF - droplets@j=1,VF - total gas - 2ph - pressure node@j=1,VF - total oil - 2ph - pressure node@j=1,MFR - gas - Line 1@j=41,MFR - gas - Line 2@j=41,MFR - gas - Mainline@j=41,MFR - oil - Line 1@j=41,MFR - oil - Line 2@j=41,MFR - oil - Mainline@j=41,MFR - bubbles - Line 1@j=41,MFR - bubbles - Line 2@j=41,MFR - bubbles - Mainline@j=41,MFR - droplets - Line 1@j=41,MFR - droplets - Line 2@j=41,MFR - droplets - Mainline@j=41,MFR - total gas - Line 1@j=41,MFR - total gas - Line 2@j=41,MFR - total gas - Mainline@j=41,MFR - total liquid - Line 1@j=41,MFR - total liquid - Line 2@j=41,MFR - total liquid - Mainline@j=41,MFR - total - Line 1@j=41,MFR - total - Line 2@j=41,MFR - total - Mainline@j=41,Pressure@j=41,MFR - gas - Line 1@j=50,MFR - gas - Wellbore1@j=50,MFR - gas - Wellbore2@j=50,MFR - oil - Line 1@j=50,MFR - oil - Wellbore1@j=50,MFR - oil - Wellbore2@j=50,MFR - bubbles - Line 1@j=50,MFR - bubbles - Wellbore1@j=50,MFR - bubbles - Wellbore2@j=50,MFR - droplets - Line 1@j=50,MFR - droplets - Wellbore1@j=50,MFR - droplets - Wellbore2@j=50,MFR - total gas - Line 1@j=50,MFR - total gas - Wellbore1@j=50,MFR - total gas - Wellbore2@j=50,MFR - total liquid - Line 1@j=50,MFR - total liquid - Wellbore1@j=50,MFR - total liquid - Wellbore2@j=50,MFR - total - Line 1@j=50,MFR - total - Wellbore1@j=50,MFR - total - Wellbore2@j=50,Pressure@j=50,Average temperature@j=52,MFR - gas@j=52,MFR - oil@j=52,MFR - bubbles@j=52,MFR - droplets@j=52,MFR - total gas@j=52,MFR - total liquid@j=52,MFR - total@j=52,Pressure@j=52,Average temperature@j=54,MFR - gas@j=54,MFR - oil@j=54,MFR - bubbles@j=54,MFR - droplets@j=54,MFR - total gas@j=54,MFR - total liquid@j=54,MFR - total@j=54,Pressure@j=54,MFR - gas - Line 2@j=63,MFR - gas - Wellbore3@j=63,MFR - gas - Wellbore4@j=63,MFR - oil - Line 2@j=63,MFR - oil - Wellbore3@j=63,MFR - oil - Wellbore4@j=63,MFR - bubbles - Line 2@j=63,MFR - bubbles - Wellbore3@j=63,MFR - bubbles - Wellbore4@j=63,MFR - droplets - Line 2@j=63,MFR - droplets - Wellbore3@j=63,MFR - droplets - Wellbore4@j=63,MFR - total gas - Line 2@j=63,MFR - total gas - Wellbore3@j=63,MFR - total gas - Wellbore4@j=63,MFR - total liquid - Line 2@j=63,MFR - total liquid - Wellbore3@j=63,MFR - total liquid - Wellbore4@j=63,MFR - total - Line 2@j=63,MFR - total - Wellbore3@j=63,MFR - total - Wellbore4@j=63,Pressure@j=63,Average temperature@j=65,MFR - gas@j=65,MFR - oil@j=65,MFR - bubbles@j=65,MFR - droplets@j=65,MFR - total gas@j=65,MFR - total liquid@j=65,MFR - total@j=65,Pressure@j=65,Average temperature@j=67,MFR - gas@j=67,MFR - oil@j=67,MFR - bubbles@j=67,MFR - droplets@j=67,MFR - total gas@j=67,MFR - total liquid@j=67,MFR - total@j=67,Pressure@j=67,Pressure drop - total@Line 1 (Trend),Pressure drop - gravity@Line 1 (Trend),Pressure drop - friction@Line 1 (Trend),Total mass - gas@Line 1 (Trend),Total mass - oil@Line 1 (Trend),Total mass - total@Line 1 (Trend),Total volume - gas@Line 1 (Trend),Total volume - oil@Line 1 (Trend),Total volume - total@Line 1 (Trend),MFR - gas@Line 1 P 500m,MFR - oil@Line 1 P 500m,MFR - bubbles@Line 1 P 500m,MFR - droplets@Line 1 P 500m,MFR - total gas@Line 1 P 500m,MFR - total liquid@Line 1 P 500m,MFR - total@Line 1 P 500m,Pressure@Line 1 P 500m,MFR - gas@Line 1 P 8500m,MFR - oil@Line 1 P 8500m,MFR - bubbles@Line 1 P 8500m,MFR - droplets@Line 1 P 8500m,MFR - total gas@Line 1 P 8500m,MFR - total liquid@Line 1 P 8500m,MFR - total@Line 1 P 8500m,Pressure@Line 1 P 8500m,Pressure drop - total@Line 2 (Trend),Pressure drop - gravity@Line 2 (Trend),Pressure drop - friction@Line 2 (Trend),Total mass - gas@Line 2 (Trend),Total mass - oil@Line 2 (Trend),Total mass - total@Line 2 (Trend),Total volume - gas@Line 2 (Trend),Total volume - oil@Line 2 (Trend),Total volume - total@Line 2 (Trend),MFR - gas@Line 2 P 500m,MFR - oil@Line 2 P 500m,MFR - bubbles@Line 2 P 500m,MFR - droplets@Line 2 P 500m,MFR - total gas@Line 2 P 500m,MFR - total liquid@Line 2 P 500m,MFR - total@Line 2 P 500m,Pressure@Line 2 P 500m,MFR - gas@Line 2 P 8500m,MFR - oil@Line 2 P 8500m,MFR - bubbles@Line 2 P 8500m,MFR - droplets@Line 2 P 8500m,MFR - total gas@Line 2 P 8500m,MFR - total liquid@Line 2 P 8500m,MFR - total@Line 2 P 8500m,Pressure@Line 2 P 8500m,Pressure drop - total@Mainline (Trend),Pressure drop - gravity@Mainline (Trend),Pressure drop - friction@Mainline (Trend),Total mass - gas@Mainline (Trend),Total mass - oil@Mainline (Trend),Total mass - total@Mainline (Trend),Total volume - gas@Mainline (Trend),Total volume - oil@Mainline (Trend),Total volume - total@Mainline (Trend),MFR - gas@Mainline P 38500m,MFR - oil@Mainline P 38500m,MFR - bubbles@Mainline P 38500m,MFR - droplets@Mainline P 38500m,MFR - total gas@Mainline P 38500m,MFR - total liquid@Mainline P 38500m,MFR - total@Mainline P 38500m,Pressure@Mainline P 38500m,MFR - gas@Mainline P 500m,MFR - oil@Mainline P 500m,MFR - bubbles@Mainline P 500m,MFR - droplets@Mainline P 500m,MFR - total gas@Mainline P 500m,MFR - total liquid@Mainline P 500m,MFR - total@Mainline P 500m,Pressure@Mainline P 500m,Efficiency@Pump,Gas volume fraction@Pump,Mixture density@Pump,Power@Pump,Pressure boost@Pump,Minimum pressure@Pump,Current pressure@Pump,Maximum pressure@Pump,Minimum volume flow rate@Pump,Current volume flow rate@Pump,Maximum volume flow rate@Pump,Speed@Pump,Status@Pump,Total volume flow rate@Pump,Total MFR - gas@Well 1,Total MFR - oil@Well 1,Total MFR - total@Well 1,BHP - Zone 1@Well 1,BHT - gas - Zone 1@Well 1,BHT - oil - Zone 1@Well 1,MFR - gas - Zone 1@Well 1,MFR - oil - Zone 1@Well 1,MFR - total - Zone 1@Well 1,Std VFR - gas - Zone 1@Well 1,Std VFR - oil - Zone 1@Well 1,Total MFR - gas@Well 2,Total MFR - oil@Well 2,Total MFR - total@Well 2,BHP - Zone 1@Well 2,BHT - gas - Zone 1@Well 2,BHT - oil - Zone 1@Well 2,MFR - gas - Zone 1@Well 2,MFR - oil - Zone 1@Well 2,MFR - total - Zone 1@Well 2,Std VFR - gas - Zone 1@Well 2,Std VFR - oil - Zone 1@Well 2,Total MFR - gas@Well 3,Total MFR - oil@Well 3,Total MFR - total@Well 3,BHP - Zone 1@Well 3,BHT - gas - Zone 1@Well 3,BHT - oil - Zone 1@Well 3,MFR - gas - Zone 1@Well 3,MFR - oil - Zone 1@Well 3,MFR - total - Zone 1@Well 3,Std VFR - gas - Zone 1@Well 3,Std VFR - oil - Zone 1@Well 3,Total MFR - gas@Well 4,Total MFR - oil@Well 4,Total MFR - total@Well 4,BHP - Zone 1@Well 4,BHT - gas - Zone 1@Well 4,BHT - oil - Zone 1@Well 4,MFR - gas - Zone 1@Well 4,MFR - oil - Zone 1@Well 4,MFR - total - Zone 1@Well 4,Std VFR - gas - Zone 1@Well 4,Std VFR - oil - Zone 1@Well 4,Pressure drop - total@Wellbore1 (Trend),Pressure drop - gravity@Wellbore1 (Trend),Pressure drop - friction@Wellbore1 (Trend),Total mass - gas@Wellbore1 (Trend),Total mass - oil@Wellbore1 (Trend),Total mass - total@Wellbore1 (Trend),Total volume - gas@Wellbore1 (Trend),Total volume - oil@Wellbore1 (Trend),Total volume - total@Wellbore1 (Trend),MFR - gas@Wellbore1 P 600m,MFR - oil@Wellbore1 P 600m,MFR - bubbles@Wellbore1 P 600m,MFR - droplets@Wellbore1 P 600m,MFR - total gas@Wellbore1 P 600m,MFR - total liquid@Wellbore1 P 600m,MFR - total@Wellbore1 P 600m,Pressure@Wellbore1 P 600m,MFR - gas@Wellbore1 P MFR,MFR - oil@Wellbore1 P MFR,MFR - bubbles@Wellbore1 P MFR,MFR - droplets@Wellbore1 P MFR,MFR - total gas@Wellbore1 P MFR,MFR - total liquid@Wellbore1 P MFR,MFR - total@Wellbore1 P MFR,Pressure@Wellbore1 P MFR,Pressure drop - total@Wellbore2 (Trend),Pressure drop - gravity@Wellbore2 (Trend),Pressure drop - friction@Wellbore2 (Trend),Total mass - gas@Wellbore2 (Trend),Total mass - oil@Wellbore2 (Trend),Total mass - total@Wellbore2 (Trend),Total volume - gas@Wellbore2 (Trend),Total volume - oil@Wellbore2 (Trend),Total volume - total@Wellbore2 (Trend),MF - gas@Wellbore2 P 600m,MF - oil@Wellbore2 P 600m,MF - bubbles@Wellbore2 P 600m,MF - droplets@Wellbore2 P 600m,MF - total gas - 2ph@Wellbore2 P 600m,MF - total oil - 2ph@Wellbore2 P 600m,Pressure@Wellbore2 P 600m,MFR - gas@Wellbore2 P MFR,MFR - oil@Wellbore2 P MFR,MFR - bubbles@Wellbore2 P MFR,MFR - droplets@Wellbore2 P MFR,MFR - total gas@Wellbore2 P MFR,MFR - total liquid@Wellbore2 P MFR,MFR - total@Wellbore2 P MFR,Pressure@Wellbore2 P MFR,Pressure drop - total@Wellbore3 (Trend),Pressure drop - gravity@Wellbore3 (Trend),Pressure drop - friction@Wellbore3 (Trend),Total mass - gas@Wellbore3 (Trend),Total mass - oil@Wellbore3 (Trend),Total mass - total@Wellbore3 (Trend),Total volume - gas@Wellbore3 (Trend),Total volume - oil@Wellbore3 (Trend),Total volume - total@Wellbore3 (Trend),MFR - gas@Wellbore3 P 600m,MFR - oil@Wellbore3 P 600m,MFR - bubbles@Wellbore3 P 600m,MFR - droplets@Wellbore3 P 600m,MFR - total gas@Wellbore3 P 600m,MFR - total liquid@Wellbore3 P 600m,MFR - total@Wellbore3 P 600m,Pressure@Wellbore3 P 600m,MFR - gas@Wellbore3 P MFR,MFR - oil@Wellbore3 P MFR,MFR - bubbles@Wellbore3 P MFR,MFR - droplets@Wellbore3 P MFR,MFR - total gas@Wellbore3 P MFR,MFR - total liquid@Wellbore3 P MFR,MFR - total@Wellbore3 P MFR,Pressure@Wellbore3 P MFR,Pressure drop - total@Wellbore4 (Trend),Pressure drop - gravity@Wellbore4 (Trend),Pressure drop - friction@Wellbore4 (Trend),Total mass - gas@Wellbore4 (Trend),Total mass - oil@Wellbore4 (Trend),Total mass - total@Wellbore4 (Trend),Total volume - gas@Wellbore4 (Trend),Total volume - oil@Wellbore4 (Trend),Total volume - total@Wellbore4 (Trend),MFR - gas@Wellbore4 P 600m,MFR - oil@Wellbore4 P 600m,MFR - bubbles@Wellbore4 P 600m,MFR - droplets@Wellbore4 P 600m,MFR - total gas@Wellbore4 P 600m,MFR - total liquid@Wellbore4 P 600m,MFR - total@Wellbore4 P 600m,Pressure@Wellbore4 P 600m,MFR - gas@Wellbore4 P MFR,MFR - oil@Wellbore4 P MFR,MFR - bubbles@Wellbore4 P MFR,MFR - droplets@Wellbore4 P MFR,MFR - total gas@Wellbore4 P MFR,MFR - total liquid@Wellbore4 P MFR,MFR - total@Wellbore4 P MFR,Pressure@Wellbore4 P MFR,MFR - gas@WH Choke 1,MFR - oil@WH Choke 1,MFR - liquid - 2 phase@WH Choke 1,MFR - total - 2 phase@WH Choke 1,Opening fraction@WH Choke 1,Pressure drop@WH Choke 1,Pressure Left@WH Choke 1,Pressure Right@WH Choke 1,MFR - gas@WH Choke 2,MFR - oil@WH Choke 2,MFR - liquid - 2 phase@WH Choke 2,MFR - total - 2 phase@WH Choke 2,Opening fraction@WH Choke 2,Pressure drop@WH Choke 2,Pressure Left@WH Choke 2,Pressure Right@WH Choke 2,MFR - gas@WH Choke 3,MFR - oil@WH Choke 3,MFR - liquid - 2 phase@WH Choke 3,MFR - total - 2 phase@WH Choke 3,Opening fraction@WH Choke 3,Pressure drop@WH Choke 3,Pressure Left@WH Choke 3,Pressure Right@WH Choke 3,MFR - gas@WH Choke 4,MFR - oil@WH Choke 4,MFR - liquid - 2 phase@WH Choke 4,MFR - total - 2 phase@WH Choke 4,Opening fraction@WH Choke 4,Pressure drop@WH Choke 4,Pressure Left@WH Choke 4,Pressure Right@WH Choke 4
[s],[],[],[],[],[],[],[kg/s],[N],[K],[],[s],[s],[s],[s],[s],[s],[s],[s],[s],[s],[s],[s],[s],[s],[s],[s],[s],[s],[s],[s],[m3],[m3],[m3],[m3],[m3],[m3],[m3],[C],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[-],[-],[-],[-],[-],[-],[bara],[Sm3/d],[Sm3/d],[C],[C],[-],[-],[-],[-],[-],[-],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[bara],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[bara],[C],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[bara],[C],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[bara],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[bara],[C],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[bara],[C],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[bara],[bar],[bar],[bar],[kg],[kg],[kg],[m3],[m3],[m3],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[bara],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[bara],[bar],[bar],[bar],[kg],[kg],[kg],[m3],[m3],[m3],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[bara],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[bara],[bar],[bar],[bar],[kg],[kg],[kg],[m3],[m3],[m3],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[bara],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[bara],[-],[-],[kg/m3],[W],[bar],[bar],[bar],[bar],[m3/d],[m3/d],[m3/d],[RPM],[],[m3/d],[kg/s],[kg/s],[kg/s],[bara],[C],[C],[kg/s],[kg/s],[kg/s],[Sm3/d],[Sm3/d],[kg/s],[kg/s],[kg/s],[bara],[C],[C],[kg/s],[kg/s],[kg/s],[Sm3/d],[Sm3/d],[kg/s],[kg/s],[kg/s],[bara],[C],[C],[kg/s],[kg/s],[kg/s],[Sm3/d],[Sm3/d],[kg/s],[kg/s],[kg/s],[bara],[C],[C],[kg/s],[kg/s],[kg/s],[Sm3/d],[Sm3/d],[bar],[bar],[bar],[kg],[kg],[kg],[m3],[m3],[m3],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[bara],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[bara],[bar],[bar],[bar],[kg],[kg],[kg],[m3],[m3],[m3],[-],[-],[-],[-],[-],[-],[bara],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[bara],[bar],[bar],[bar],[kg],[kg],[kg],[m3],[m3],[m3],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[bara],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[bara],[bar],[bar],[bar],[kg],[kg],[kg],[m3],[m3],[m3],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[bara],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[bara],[kg/s],[kg/s],[kg/s],[kg/s],[-],[bar],[bara],[bara],[kg/s],[kg/s],[kg/s],[kg/s],[-],[bar],[bara],[bara],[kg/s],[kg/s],[kg/s],[kg/s],[-],[bar],[bara],[bara],[kg/s],[kg/s],[kg/s],[kg/s],[-],[bar],[bara],[bara]
0.0,6.0000000,13.000000,1.0000000,0.0,0.0,1.0000000,4.1668296e-12,0.0083327005,0.0,0.0,395.82036,50.110716,774.52032,1307.1439,4.0544833,0.0,299.82857,7.1084999,137.82467,4498.9142,229.92021,1023.5042,0.0,0.0,131.68106,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,0.0,-116411.26,0.0,0.0,0.0,-116411.26,-116411.26,19.532410,0.0,-500.59775,0.0,0.0,0.0,-500.59775,-500.59775,0.0,1.0000000,0.0,0.0,0.0,1.0000000,100.00000,-23140050,0.0,19.532410,10.000000,0.0,1.0000000,0.0,0.0,0.0,1.0000000,0.0,0.0,0.0,249.97035,249.97035,-499.94070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.97035,249.97035,-499.94070,249.97035,249.97035,-499.94070,185.22347,0.0,0.0,0.0,-249.96522,124.98261,124.98261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-249.96522,124.98261,124.98261,-249.96522,124.98261,124.98261,163.00335,70.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.19237,70.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.19237,0.0,0.0,0.0,-249.96522,124.98261,124.98261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-249.96522,124.98261,124.98261,-249.96522,124.98261,124.98261,163.00335,70.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.19237,70.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.19237,-22.220123,0.0,-22.220123,0.0,620952.55,620952.55,0.0,629.40477,629.40477,0.0,-249.97006,0.0,0.0,0.0,-249.97006,-249.97006,184.12079,0.0,-249.96549,0.0,0.0,0.0,-249.96549,-249.96549,164.37207,-22.220123,0.0,-22.220123,0.0,620952.55,620952.55,0.0,629.40477,629.40477,0.0,-249.97006,0.0,0.0,0.0,-249.97006,-249.97006,184.12079,0.0,-249.96549,0.0,0.0,0.0,-249.96549,-249.96549,164.37207,85.223471,29.333888,55.889583,0.0,6382034.4,6382034.4,0.0,6402.9451,6402.9451,0.0,-499.94140,0.0,0.0,0.0,-499.94140,-499.94140,185.37119,0.0,-500.57304,0.0,0.0,0.0,-500.57304,-500.57304,197.68537,0.85000000,0.0,915.18369,6296605.4,-97.846383,186.19028,295.24532,382.05136,9600.0000,9600.0000,9600.0000,3458.6606,1.0000000,-47260.071,0.0,-124.98248,-124.98248,244.98247,18.296489,18.296489,0.0,-124.98248,-124.98248,-5777294.8,0.0,0.0,-124.98248,-124.98248,244.98247,18.296489,18.296489,0.0,-124.98248,-124.98248,-5777294.8,0.0,0.0,-124.98248,-124.98248,244.98247,18.296489,18.296489,0.0,-124.98248,-124.98248,-5777294.8,0.0,0.0,-124.98248,-124.98248,244.98247,18.296489,18.296489,0.0,-124.98248,-124.98248,-5777294.8,0.0,82.019374,115.65116,-33.631790,0.0,22851.949,22851.949,0.0,23.260738,23.260738,--,--,--,--,--,--,--,196.27320,0.0,-124.98261,0.0,0.0,0.0,-124.98261,-124.98261,150.71789,82.019374,115.65116,-33.631790,0.0,22851.949,22851.949,0.0,23.260738,23.260738,--,--,--,--,--,--,196.27320,0.0,-124.98261,0.0,0.0,0.0,-124.98261,-124.98261,150.71789,82.019374,115.65116,-33.631790,0.0,22851.949,22851.949,0.0,23.260738,23.260738,--,--,--,--,--,--,--,196.27320,0.0,-124.98261,0.0,0.0,0.0,-124.98261,-124.98261,150.71789,82.019374,115.65116,-33.631790,0.0,22851.949,22851.949,0.0,23.260738,23.260738,--,--,--,--,--,--,--,196.27320,0.0,-124.98261,0.0,0.0,0.0,-124.98261,-124.98261,150.71789,0.0,-124.98261,-124.98261,-124.98261,1.0000000,-13.066618,150.71789,163.00335,0.0,-124.98261,-124.98261,-124.98261,1.0000000,-13.066618,150.71789,163.00335,0.0,-124.98261,-124.98261,-124.98261,1.0000000,-13.066618,150.71789,163.00335,0.0,-124.98261,-124.98261,-124.98261,1.0000000,-13.066618,150.71789,163.00335,
1.1,15.000000,31.000000,1.0000000,0.0,0.0,1.0000000,3.2399007e-13,0.0077215557,0.0,0.0,395.89935,50.113186,774.62630,1307.3066,4.0547332,0.0,299.82857,7.1084999,137.82757,4505.0365,229.96100,1023.6368,0.0,0.0,131.68106,1.1000000,1.1000000,1.1000000,1.1000000,2.4074622,0.0,-116411.84,0.0,0.0,0.0,-116411.84,-116411.84,19.532410,0.0,-500.43571,0.0,0.0,0.0,-500.43571,-500.43571,0.0,1.0000000,0.0,0.0,0.0,1.0000000,100.00000,-23132559,0.0,19.532410,10.000000,0.0,1.0000000,0.0,0.0,0.0,1.0000000,0.0,0.0,0.0,249.97037,249.97037,-499.94073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.97037,249.97037,-499.94073,249.97037,249.97037,-499.94073,185.22348,0.0,0.0,0.0,-249.96523,124.98261,124.98261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-249.96523,124.98261,124.98261,-249.96523,124.98261,124.98261,163.00336,70.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.19238,70.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.19238,0.0,0.0,0.0,-249.96523,124.98261,124.98261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-249.96523,124.98261,124.98261,-249.96523,124.98261,124.98261,163.00336,70.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.19238,70.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.19238,-22.220126,0.0,-22.220126,0.0,620952.56,620952.56,0.0,629.40477,629.40477,0.0,-249.97007,0.0,0.0,0.0,-249.97007,-249.97007,184.12080,0.0,-249.96550,0.0,0.0,0.0,-249.96550,-249.96550,164.37208,-22.220126,0.0,-22.220126,0.0,620952.56,620952.56,0.0,629.40477,629.40477,0.0,-249.97007,0.0,0.0,0.0,-249.97007,-249.97007,184.12080,0.0,-249.96550,0.0,0.0,0.0,-249.96550,-249.96550,164.37208,85.223484,29.333890,55.889594,0.0,6382035.0,6382035.0,0.0,6402.9451,6402.9451,0.0,-499.94143,0.0,0.0,0.0,-499.94143,-499.94143,185.37120,0.0,-500.53097,0.0,0.0,0.0,-500.53097,-500.53097,197.68495,0.85000000,0.0,915.18369,6294364.8,-97.843237,186.19028,295.12393,382.05136,9600.0000,9600.0000,9600.0000,3458.0000,1.0000000,-47244.773,0.0,-124.98249,-124.98249,244.98248,18.296489,18.296489,0.0,-124.98249,-124.98249,-5777295.2,0.0,0.0,-124.98249,-124.98249,244.98248,18.296489,18.296489,0.0,-124.98249,-124.98249,-5777295.2,0.0,0.0,-124.98249,-124.98249,244.98248,18.296489,18.296489,0.0,-124.98249,-124.98249,-5777295.2,0.0,0.0,-124.98249,-124.98249,244.98248,18.296489,18.296489,0.0,-124.98249,-124.98249,-5777295.2,0.0,82.019371,115.65117,-33.631794,0.0,22851.950,22851.950,0.0,23.260738,23.260738,0.0,-124.98254,0.0,0.0,0.0,-124.98254,-124.98254,196.27321,0.0,-124.98261,0.0,0.0,0.0,-124.98261,-124.98261,150.71790,82.019371,115.65117,-33.631794,0.0,22851.950,22851.950,0.0,23.260738,23.260738,0.0,1.0000000,0.0,0.0,0.0,1.0000000,196.27321,0.0,-124.98261,0.0,0.0,0.0,-124.98261,-124.98261,150.71790,82.019371,115.65117,-33.631794,0.0,22851.950,22851.950,0.0,23.260738,23.260738,0.0,-124.98254,0.0,0.0,0.0,-124.98254,-124.98254,196.27321,0.0,-124.98261,0.0,0.0,0.0,-124.98261,-124.98261,150.71790,82.019371,115.65117,-33.631794,0.0,22851.950,22851.950,0.0,23.260738,23.260738,0.0,-124.98254,0.0,0.0,0.0,-124.98254,-124.98254,196.27321,0.0,-124.98261,0.0,0.0,0.0,-124.98261,-124.98261,150.71790,0.0,-124.98261,-124.98261,-124.98261,1.0000000,-13.066620,150.71790,163.00336,0.0,-124.98261,-124.98261,-124.98261,1.0000000,-13.066620,150.71790,163.00336,0.0,-124.98261,-124.98261,-124.98261,1.0000000,-13.066620,150.71790,163.00336,0.0,-124.98261,-124.98261,-124.98261,1.0000000,-13.066620,150.71790,163.00336,
