case_final;case_final;case_final;case_final;case_final;case_final;case_final;case_final;case_final;case_final;case_final;case_final;case_final;case_final;
 [m];Pressure [Line 1] [bara]; [m];Pressure [Line 2] [bara]; [m];Pressure [Mainline] [bara]; [m];Pressure [Wellbore1] [bara]; [m];Pressure [Wellbore2] [bara]; [m];Pressure [Wellbore3] [bara]; [m];Pressure [Wellbore4] [bara];
;;;;24950,73815476106;193,1446304852212;;;;;;;;;
;;;;25050,74111329718;193,1764263175137;;;;;;;;;
;;;;25150,74407183329;193,2082185277422;;;;;;;;;
;;;;25250,74703036941;193,2400071168384;;;;;;;;;
;;;;25350,74998890553;193,2717920563719;;;;;;;;;
;;;;25450,75294744164;193,3035734381102;;;;;;;;;
;;;;25550,75590597776;193,3353512576066;;;;;;;;;
;;;;25650,75886451387;193,3671255157689;;;;;;;;;
;;;;25750,76182304999;193,398896213504;;;;;;;;;
;;;;25850,76478158611;193,4306633517166;;;;;;;;;
;;;;25950,76774012222;193,4624269313101;;;;;;;;;
;;;;26050,77069865834;193,4941869531864;;;;;;;;;
;;;;26150,77365719445;193,5259434182454;;;;;;;;;
;;;;26250,77661573057;193,5576963273856;;;;;;;;;
;;;;26350,77957426668;193,5894456816157;;;;;;;;;
;;;;26450,7825328028;193,6211914818303;;;;;;;;;
;;;;26550,78549133891;193,6529337288072;;;;;;;;;
;;;;26650,78844987503;193,6846723512455;;;;;;;;;
;;;;26750,79140841114;193,7164075745834;;;;;;;;;
;;;;26850,79436694726;193,7481393863231;;;;;;;;;
;;;;26950,79732548337;193,7798677873045;;;;;;;;;
;;;;27050,80028401949;193,811592778366;;;;;;;;;
;;;;27150,8032425556;193,8433143603446;;;;;;;;;
;;;;27250,80620109172;193,8750325340758;;;;;;;;;
;;;;27350,80915962783;193,9067473003932;;;;;;;;;
;;;;27450,81211816395;193,9384586601294;;;;;;;;;
;;;;27550,81507670006;193,9701666141153;;;;;;;;;
;;;;27650,81803523618;194,0018711631803;;;;;;;;;
;;;;27750,82099377229;194,0335723081525;;;;;;;;;
;;;;27850,82395230841;194,0652700498467;;;;;;;;;
;;;;27950,82691084452;194,096964210443;;;;;;;;;
;;;;28050,82986938064;194,1286553455966;;;;;;;;;
;;;;28150,83282791675;194,1603434235839;;;;;;;;;
;;;;28250,83578645287;194,1920284451103;;;;;;;;;
;;;;28350,83874498899;194,2237104106609;;;;;;;;;
;;;;28450,8417035251;194,2553893209395;;;;;;;;;
;;;;28550,84466206122;194,2870651766485;;;;;;;;;
;;;;28650,84762059733;194,318737978489;;;;;;;;;
;;;;28750,85057913345;194,350407727161;;;;;;;;;
;;;;28850,85353766957;194,3820744233631;;;;;;;;;
;;;;28950,85649620568;194,4137380677931;;;;;;;;;
;;;;29050,8594547418;194,4453986611471;;;;;;;;;
;;;;29150,86241327791;194,4770562040918;;;;;;;;;
;;;;29250,86537181403;194,5087102558731;;;;;;;;;
;;;;29350,86833035014;194,5403621882863;;;;;;;;;
;;;;29450,87128888626;194,572011921252;;;;;;;;;
;;;;29550,87424742237;194,6036594551937;;;;;;;;;
;;;;29650,87720595849;194,6353047905343;;;;;;;;;
;;;;29750,8801644946;194,6669479276956;;;;;;;;;
;;;;29850,88312303072;194,6985888669902;;;;;;;;;
;;;;29950,88608156683;194,7302276088384;;;;;;;;;
;;;;30050,88904010295;194,7618641536599;;;;;;;;;
;;;;30150,89199863906;194,7934985018734;;;;;;;;;
;;;;30250,89495717518;194,825130653897;;;;;;;;;
;;;;30350,89791571129;194,8567606101479;;;;;;;;;
;;;;30450,90087424741;194,8883883709717;;;;;;;;;
;;;;30550,90383278352;194,9200128456202;;;;;;;;;
;;;;30650,90679131964;194,9516374239846;;;;;;;;;
;;;;30750,90974985575;194,9832619066622;;;;;;;;;
;;;;30850,91270839187;195,0148862935046;;;;;;;;;
;;;;30950,91566692798;195,0465105844703;;;;;;;;;
;;;;31050,9186254641;195,0781347794091;;;;;;;;;
;;;;31150,92158400021;195,1097588780627;;;;;;;;;
