0.4	0.4	0.4	0.4	0.25	0.25	0.3	0.25	0.25	0.3	0.5	-0.0	0.0
0.4	0.4	0.4	0.4	0.25	0.25	0.3	0.25	0.25	0.3	0.5	-0.0	0.0
0.4	0.4	0.4	0.4	0.25	0.25	0.3	0.25	0.25	0.3	0.5	-0.0	0.0
0.4	0.4	0.4	0.4	0.25	0.25	0.3	0.25	0.25	0.3	0.5	-0.0	0.0
0.4	0.4	0.4	0.4	0.25	0.25	0.3	0.25	0.25	0.3	0.5	-0.0	0.0
0.4	0.4	0.4	0.4	0.25	0.25	0.3	0.25	0.25	0.3	0.5	-0.0	0.0
0.4	0.4	0.4	0.4	0.25	0.25	0.3	0.25	0.25	0.3	0.5	-0.0	0.0
0.4	0.4	0.4	0.4	0.25	0.25	0.3	0.25	0.25	0.3	0.5	-0.0	0.0
0.4	0.4	0.4	0.4	0.25	0.25	0.3	0.25	0.25	0.3	0.5	-0.0	0.0
0.4	0.4	0.4	0.4	0.25	0.25	0.3	0.25	0.25	0.3	0.5	-0.0	0.0
0.3	0.3	0.5	0.3	0.25	0.25	0.3	0.25	0.25	0.3	0.5	0.0	0.2
0.3	0.3	0.5	0.3	0.25	0.25	0.3	0.25	0.25	0.3	0.5	-0.0	0.2
0.3	0.3	0.5	0.3	0.25	0.25	0.3	0.25	0.25	0.3	0.5	0.0	0.2
0.3	0.3	0.5	0.3	0.25	0.25	0.3	0.25	0.25	0.3	0.5	-0.0	0.2
0.3	0.3	0.5	0.3	0.25	0.25	0.3	0.25	0.25	0.3	0.5	0.0	0.2
0.3	0.3	0.5	0.3	0.25	0.25	0.3	0.25	0.25	0.3	0.5	-0.0	0.2
0.3	0.3	0.5	0.3	0.25	0.25	0.3	0.25	0.25	0.3	0.5	0.0	0.2
0.3	0.3	0.5000000000000019	0.3	0.25	0.2500000000000019	0.3	0.25	0.2500000000000019	0.3	0.5	-0.0	0.2000000000000019
0.3	0.3	0.500000000000002	0.3	0.2499999999999974	0.2500000000000046	0.3	0.2499999999999974	0.2500000000000046	0.3	0.5	-0.0	0.20000000000000184
0.3	0.3	0.4999999999999999	0.3	0.24999999999999528	0.2500000000000046	0.3	0.24999999999999528	0.2500000000000046	0.3	0.5	0.0	0.0399999999999987
0.3	0.3	0.5000000000000013	0.3	0.24999999999999578	0.25000000000000533	0.3	0.24999999999999578	0.25000000000000533	0.3	0.5	-0.0	-0.0
0.3	0.3	0.5000000000000011	0.3	0.24999999999999578	0.25000000000000533	0.3	0.249999999999996	0.25000000000000533	0.3	0.5	-0.0	-0.0
0.3	0.3	0.5000000000000012	0.3	0.24999999999999578	0.25000000000000544	0.3	0.249999999999996	0.25000000000000544	0.3	0.5	-0.0	-0.0
0.3	0.3	0.4999999999999998	0.3	0.24999999999999578	0.250000000000004	0.3	0.249999999999996	0.250000000000004	0.3	0.5	-0.0	-0.0
0.3	0.3	0.5	0.3	0.249999999999996	0.250000000000004	0.3	0.249999999999996	0.250000000000004	0.3	0.5	-0.0	-0.0
0.3	0.3	0.5000000000000002	0.3	0.24999999999999623	0.250000000000004	0.3	0.24999999999999623	0.250000000000004	0.3	0.5	-0.0	-0.0
0.3	0.3	0.5000000000000002	0.3	0.24999999999999623	0.250000000000004	0.3	0.249999999999996	0.250000000000004	0.3	0.5	-0.0	-0.0
