0.75	0.2499999999999999	0.25000000000000006	0.25000000000000006	0.2499999999999999	0.25000000000000006	0.25000000000000006	0.75
0.75	0.2499999999999999	0.25000000000000006	0.25000000000000006	0.2499999999999999	0.25000000000000006	0.25000000000000006	0.75
0.75	0.2499999999999999	0.25000000000000006	0.25000000000000006	0.2499999999999999	0.25000000000000006	0.25000000000000006	0.75
0.75	0.2499999999999999	0.25000000000000006	0.25000000000000006	0.2499999999999999	0.25000000000000006	0.25000000000000006	0.75
0.75	0.2499999999999999	0.25000000000000006	0.25000000000000006	0.2499999999999999	0.25000000000000006	0.25000000000000006	0.75
0.75	0.2499999999999999	0.25000000000000006	0.25000000000000006	0.2499999999999999	0.25000000000000006	0.25000000000000006	0.75
0.75	0.2499999999999999	0.25000000000000006	0.25000000000000006	0.2499999999999999	0.25000000000000006	0.25000000000000006	0.75
0.75	0.2499999999999999	0.25000000000000006	0.25000000000000006	0.2499999999999999	0.25000000000000006	0.25000000000000006	0.75
0.75	0.2499999999999999	0.25000000000000006	0.25000000000000006	0.2499999999999999	0.25000000000000006	0.25000000000000006	0.75
0.75	0.2499999999999999	0.25000000000000006	0.25000000000000006	0.2499999999999999	0.25000000000000006	0.25000000000000006	0.75
0.5	0.2500000000000018	0.2499999999999991	0.2499999999999991	0.2500000000000018	0.2499999999999991	0.2499999999999991	0.75
0.5	0.25	0.25	0.25	0.25	0.25	0.25	0.75
0.5	0.25	0.25	0.25	0.25	0.25	0.25	0.75
0.5	0.25	0.25	0.25	0.25	0.25	0.25	0.75
0.5	0.2500000000000002	0.24999999999999992	0.24999999999999992	0.2500000000000002	0.24999999999999992	0.24999999999999992	0.75
0.5	0.25	0.25	0.25	0.25	0.25	0.25	0.75
0.5	0.25	0.25	0.25	0.25	0.25	0.25	0.75
0.5	0.25	0.25	0.25	0.25	0.25	0.25	0.75
0.5	0.2500000000000008	0.25	0.24999999999999922	0.2500000000000008	0.2500000000000008	0.25	0.75
0.5	0.2500000000000008	0.25	0.24999999999999922	0.2500000000000008	0.2500000000000008	0.25	0.75
0.5	0.2500000000000008	0.25	0.24999999999999922	0.2500000000000008	0.2500000000000008	0.25	0.75
0.5	0.2500000000000008	0.25	0.24999999999999922	0.2500000000000008	0.2500000000000008	0.25	0.75
0.5	0.25000000000000044	0.25000000000000044	0.24999999999999922	0.25000000000000044	0.25000000000000044	0.2499999999999991	0.75
0.5	0.25	0.25	0.25	0.25	0.25	0.25	0.75
